customer_id,recency,frequency,monetary,customer_name,R_score,F_score,M_score,RFM_score,segment
1407,57,6,6689.69,Pedro Miguel Garcia,2,3,3,8,Regular
1408,27,5,10974.070000000002,Sra. Ana Vitória da Mota,3,3,4,10,VIP
1409,28,5,5374.860000000001,Gabrielly Campos,3,3,3,9,Regular
1410,38,4,2761.0499999999997,Júlia da Mata,3,2,2,7,Regular
1411,152,4,3313.62,Ana Andrade,1,2,2,5,Ocasional
1412,13,4,17246.22,Ana Luiza Vargas,4,2,4,10,VIP
1413,27,4,3003.76,Isaac Sales,3,2,2,7,Regular
1414,36,5,6611.15,Srta. Laura Fonseca,3,3,3,9,Regular
1415,234,1,173.51,Sr. Lorenzo Sousa,1,1,1,3,Inativo
1416,16,8,11075.74,Sabrina Rocha,4,4,4,12,VIP
1417,163,3,6148.79,Ágatha Rodrigues,1,1,3,5,Ocasional
1418,21,6,10333.810000000001,Srta. Cecilia Vieira,3,3,4,10,VIP
1419,116,5,4417.38,André da Cunha,1,3,3,7,Regular
1420,51,9,13595.2,Dr. Vicente Ribeiro,2,4,4,10,VIP
1421,80,4,1887.24,Daniela Sales,2,2,1,5,Ocasional
1422,109,4,7328.5,Sra. Isabella Sá,1,2,4,7,Regular
1423,20,6,6382.83,Dante Costela,3,3,3,9,Regular
1424,43,4,2966.57,Kaique Fernandes,3,2,2,7,Regular
1425,55,4,4454.35,Ana Cecília Rocha,2,2,3,7,Regular
1426,53,3,5352.94,Zoe Vargas,2,1,3,6,Ocasional
1427,47,5,5334.320000000001,Renan da Cunha,2,3,3,8,Regular
1428,17,8,5218.26,Ravy Andrade,4,4,3,11,VIP
1429,4,4,6025.29,Ana Montenegro,4,2,3,9,Regular
1430,65,4,1951.51,Ana Julia da Cunha,2,2,1,5,Ocasional
1431,10,3,1114.01,João Vitor Peixoto,4,1,1,6,Ocasional
1432,37,5,10977.17,Emanuelly Vargas,3,3,4,10,VIP
1433,137,3,2182.8599999999997,Heloísa Silva,1,1,1,3,Inativo
1434,60,3,7326.549999999999,Amanda Macedo,2,1,4,7,Regular
1435,26,4,5027.23,Bianca Leão,3,2,3,8,Regular
1436,12,7,10748.060000000001,Maria Alice Melo,4,4,4,12,VIP
1437,2,11,22770.42,Gael Henrique Machado,4,4,4,12,VIP
1438,27,6,2750.12,Igor Costa,3,3,2,8,Regular
1439,21,5,2533.2799999999997,Daniel Moura,3,3,2,8,Regular
1440,32,3,4121.21,Olívia Mendes,3,1,2,6,Ocasional
1441,24,4,1706.83,Carolina Moraes,3,2,1,6,Ocasional
1442,39,2,1706.8200000000002,Maria Cecília Câmara,3,1,1,5,Ocasional
1443,6,3,1794.83,Sra. Maria Júlia Machado,4,1,1,6,Ocasional
1444,58,5,6587.92,Theo Vargas,2,3,3,8,Regular
1445,31,5,4115.34,Asafe Freitas,3,3,2,8,Regular
1446,53,3,2185.41,Ravy Moraes,2,1,1,4,Ocasional
1447,32,5,3551.18,Manuela Nascimento,3,3,2,8,Regular
1448,21,4,2752.7400000000002,Sr. Gabriel Ferreira,3,2,2,7,Regular
1449,15,3,530.79,Esther Vargas,4,1,1,6,Ocasional
1450,137,4,12039.33,Stephany Cavalcanti,1,2,4,7,Regular
1451,20,4,3648.7299999999996,Sr. Theo Freitas,3,2,2,7,Regular
1452,57,6,11903.31,Brayan da Cunha,2,3,4,9,Regular
1453,158,4,4535.799999999999,Thales Marques,1,2,3,6,Ocasional
1454,58,5,4337.9,Bianca Melo,2,3,2,7,Regular
1455,31,3,1667.9499999999998,Asafe Azevedo,3,1,1,5,Ocasional
1456,204,1,2430.31,Mariana Costela,1,1,2,4,Ocasional
1457,8,4,4155.63,Pedro da Costa,4,2,2,8,Regular
1458,11,5,4393.85,Yuri Pacheco,4,3,3,10,VIP
1459,1,7,14531.25,Júlia Mendonça,4,4,4,12,VIP
1460,52,4,2651.97,Henry da Mota,2,2,2,6,Ocasional
1461,2,5,9088.72,Hadassa da Conceição,4,3,4,11,VIP
1462,22,6,10790.36,Maria Helena Almeida,3,3,4,10,VIP
1463,105,6,10441.22,Melina Pereira,1,3,4,8,Regular
1464,47,5,5590.28,Eloá Viana,2,3,3,8,Regular
1465,22,6,13679.39,Mateus Peixoto,3,3,4,10,VIP
1466,70,4,454.07000000000005,Srta. Maria Julia Oliveira,2,2,1,5,Ocasional
1467,101,2,2933.8900000000003,Luiz Fernando da Conceição,1,1,2,4,Ocasional
1468,90,7,14395.99,Vitória Costa,1,4,4,9,Regular
1469,1,9,5033.66,Yuri Aragão,4,4,3,11,VIP
1470,84,2,1209.98,Francisco da Conceição,2,1,1,4,Ocasional
1471,70,6,7587.22,Emanuelly da Paz,2,3,4,9,Regular
1472,35,6,9998.09,Carlos Eduardo da Mata,3,3,4,10,VIP
1473,2,3,6840.06,Joaquim Viana,4,1,3,8,Regular
1474,277,1,1760.31,Catarina Cavalcante,1,1,1,3,Inativo
1475,5,4,7449.98,Ravi da Cruz,4,2,4,10,VIP
1476,51,5,11299.45,Bernardo Garcia,2,3,4,9,Regular
1477,60,7,27734.859999999997,Sra. Valentina Martins,2,4,4,10,VIP
1478,73,4,993.33,Gustavo Barbosa,2,2,1,5,Ocasional
1479,19,7,16179.73,Fernanda Sá,4,4,4,12,VIP
1480,6,7,3445.76,Srta. Liz Gonçalves,4,4,2,10,VIP
1481,57,4,8126.9,Maria Fernanda Costela,2,2,4,8,Regular
1482,23,6,12787.58,Marcelo Aragão,3,3,4,10,VIP
1483,12,4,6218.59,Ana Lívia Fogaça,4,2,3,9,Regular
1484,120,4,8737.91,Júlia Araújo,1,2,4,7,Regular
1485,74,4,4454.11,Natália Ferreira,2,2,3,7,Regular
1486,30,5,4218.47,Ana Carolina Rios,3,3,2,8,Regular
1487,54,2,800.19,Gael Henrique Borges,2,1,1,4,Ocasional
1488,25,5,6094.12,Gael Leão,3,3,3,9,Regular
1489,3,2,334.94,João Siqueira,4,1,1,6,Ocasional
1490,120,4,5046.84,Natália Fernandes,1,2,3,6,Ocasional
1491,33,5,7886.950000000001,Stephany Rodrigues,3,3,4,10,VIP
1492,26,5,6172.710000000001,Sra. Ana Júlia Pastor,3,3,3,9,Regular
1493,117,4,10723.970000000001,Ravi Cassiano,1,2,4,7,Regular
1494,35,4,4663.8,Bruno da Cruz,3,2,3,8,Regular
1495,11,8,9847.26,Oliver Melo,4,4,4,12,VIP
1496,348,2,978.98,Hadassa Guerra,1,1,1,3,Inativo
1497,29,6,5470.95,Maria Flor Barros,3,3,3,9,Regular
1498,138,9,7167.91,Dom Aragão,1,4,3,8,Regular
1499,9,3,3181.7999999999997,Maria Alice Rios,4,1,2,7,Regular
1500,112,6,5596.01,Alexandre Correia,1,3,3,7,Regular
1501,38,6,5693.17,João Miguel Carvalho,3,3,3,9,Regular
1502,46,3,959.29,Arthur Gabriel Gonçalves,2,1,1,4,Ocasional
1503,187,4,3731.15,Leonardo Rios,1,2,2,5,Ocasional
1506,60,6,12259.529999999999,Sr. Matteo Correia,2,3,4,9,Regular
1507,191,4,6644.24,Luna Machado,1,2,3,6,Ocasional
1508,53,2,703.63,Srta. Alana Viana,2,1,1,4,Ocasional
1509,6,7,8703.23,Théo Pereira,4,4,4,12,VIP
1510,91,4,1820.2299999999998,Maria Cecília Silva,1,2,1,4,Ocasional
1512,42,3,6082.74,Vitor Gabriel Sá,3,1,3,7,Regular
1513,34,4,4187.45,Renan Leão,3,2,2,7,Regular
1514,110,3,1313.34,Ana Carolina da Conceição,1,1,1,3,Inativo
1515,55,7,11762.3,Isabella Gonçalves,2,4,4,10,VIP
1516,60,5,3520.93,Dra. Lorena Vargas,2,3,2,7,Regular
1517,10,7,7543.16,Luísa Cavalcanti,4,4,4,12,VIP
1518,42,4,1657.97,Alícia Brito,3,2,1,6,Ocasional
1519,42,4,2219.0,Gabrielly Siqueira,3,2,1,6,Ocasional
1520,54,4,1357.04,Davi Abreu,2,2,1,5,Ocasional
1521,42,8,20757.61,Theodoro Vargas,3,4,4,11,VIP
1522,168,2,462.13,Sr. Mathias Correia,1,1,1,3,Inativo
1523,132,6,7069.7,Dra. Evelyn Mendes,1,3,3,7,Regular
1524,20,4,6344.16,Enzo Correia,3,2,3,8,Regular
1525,48,8,8630.66,Natália Gomes,2,4,4,10,VIP
1526,11,4,1487.3200000000002,Maria Fernanda Rezende,4,2,1,7,Regular
1527,221,3,1386.53,Bruna Pastor,1,1,1,3,Inativo
1528,49,6,10647.52,Sr. Leonardo Nascimento,2,3,4,9,Regular
1529,23,4,2952.92,José Pedro Garcia,3,2,2,7,Regular
1530,144,4,9313.57,Kaique Jesus,1,2,4,7,Regular
1531,7,3,6092.1900000000005,Beatriz Fonseca,4,1,3,8,Regular
1532,10,5,5528.4,Igor Aragão,4,3,3,10,VIP
1533,28,5,8597.8,Leonardo Leão,3,3,4,10,VIP
1534,41,6,6043.38,Alana Caldeira,3,3,3,9,Regular
1535,184,3,1635.49,Isadora Barros,1,1,1,3,Inativo
1536,33,4,6348.11,Davi Lucas Cavalcante,3,2,3,8,Regular
1537,39,5,12250.35,Pedro Cunha,3,3,4,10,VIP
1538,18,3,991.33,Laura da Mata,4,1,1,6,Ocasional
1539,36,7,7446.68,Esther Souza,3,4,4,11,VIP
1540,5,4,2887.26,Igor da Cruz,4,2,2,8,Regular
1541,17,7,6725.82,Agatha Rezende,4,4,3,11,VIP
1542,53,3,768.97,Davi Freitas,2,1,1,4,Ocasional
1544,9,5,3391.26,Bento Viana,4,3,2,9,Regular
1545,27,5,10015.3,João Miguel da Mota,3,3,4,10,VIP
1546,29,4,7656.92,Marcela da Rosa,3,2,4,9,Regular
1547,272,1,5907.97,Pedro Lucas Carvalho,1,1,3,5,Ocasional
1548,36,6,10432.39,Daniel da Mata,3,3,4,10,VIP
1549,91,5,1792.95,Isaque da Paz,1,3,1,5,Ocasional
1550,179,4,2495.68,Dom Almeida,1,2,2,5,Ocasional
1551,15,7,8318.89,Sra. Isis Sampaio,4,4,4,12,VIP
1552,77,4,8562.09,Luan Aparecida,2,2,4,8,Regular
1553,48,6,4555.26,Breno Caldeira,2,3,3,8,Regular
1554,61,4,4481.21,Srta. Bella Rodrigues,2,2,3,7,Regular
1555,41,4,3662.64,Anthony Pastor,3,2,2,7,Regular
1556,22,5,6512.4400000000005,Bárbara Borges,3,3,3,9,Regular
1557,28,3,3421.97,Srta. Rebeca Cunha,3,1,2,6,Ocasional
1558,109,1,303.5,Sra. Maria Alice Sá,1,1,1,3,Inativo
1559,31,5,6675.62,Alícia Rios,3,3,3,9,Regular
1560,17,3,9178.67,Gael Henrique Cardoso,4,1,4,9,Regular
1561,3,8,13353.789999999999,Srta. Maria Clara Pires,4,4,4,12,VIP
1562,30,4,9892.45,Emanuella Rodrigues,3,2,4,9,Regular
1563,254,1,4830.24,Heloísa Sampaio,1,1,3,5,Ocasional
1564,10,2,1821.6299999999999,Helena Machado,4,1,1,6,Ocasional
1565,39,8,17907.059999999998,Srta. Fernanda Guerra,3,4,4,11,VIP
1566,118,5,3066.15,Ian Sousa,1,3,2,6,Ocasional
1567,11,5,3525.8500000000004,Davi Lucas da Costa,4,3,2,9,Regular
1568,225,3,2078.56,Zoe Borges,1,1,1,3,Inativo
1569,6,2,4007.5299999999997,Davi Miguel Vieira,4,1,2,7,Regular
1570,64,6,4435.23,Lorenzo Marques,2,3,3,8,Regular
1571,10,6,8830.72,Amanda Silveira,4,3,4,11,VIP
1572,12,7,8617.16,Pedro Lucas Viana,4,4,4,12,VIP
1573,60,7,4395.25,Thiago Ramos,2,4,3,9,Regular
1574,30,5,17749.18,Laura Mendonça,3,3,4,10,VIP
1575,78,3,3509.67,Maya Martins,2,1,2,5,Ocasional
1576,97,3,3999.18,Luiz Miguel Silveira,1,1,2,4,Ocasional
1577,32,4,3851.7700000000004,Thomas da Conceição,3,2,2,7,Regular
1578,106,4,5460.24,Yuri Silva,1,2,3,6,Ocasional
1579,25,3,1861.65,Natália Pinto,3,1,1,5,Ocasional
1580,51,4,6465.37,Davi Gonçalves,2,2,3,7,Regular
1581,53,1,1598.07,Emanuelly Novaes,2,1,1,4,Ocasional
1582,34,8,5815.83,Ana Luiza Guerra,3,4,3,10,VIP
1583,98,5,9347.74,Lorena Jesus,1,3,4,8,Regular
1584,137,2,910.1800000000001,Marina Cunha,1,1,1,3,Inativo
1585,37,5,5213.33,Maria Julia Castro,3,3,3,9,Regular
1586,119,4,9919.029999999999,Sr. Juan Correia,1,2,4,7,Regular
1587,64,1,306.35,Théo Oliveira,2,1,1,4,Ocasional
1588,5,6,3545.0299999999997,Stella Cavalcanti,4,3,2,9,Regular
1589,107,3,5446.71,Benjamin da Rocha,1,1,3,5,Ocasional
1590,23,4,4163.849999999999,Srta. Maria Laura Siqueira,3,2,2,7,Regular
1591,10,4,7817.48,Camila Nogueira,4,2,4,10,VIP
1592,28,2,2877.38,Davi Luiz Guerra,3,1,2,6,Ocasional
1593,201,4,7027.6,Sara Teixeira,1,2,3,6,Ocasional
1594,253,4,5117.17,Anthony Cirino,1,2,3,6,Ocasional
1595,148,3,2114.18,Carolina Peixoto,1,1,1,3,Inativo
1596,48,8,12723.53,Dante Silveira,2,4,4,10,VIP
1597,89,4,1239.19,Sr. Benjamin Barbosa,1,2,1,4,Ocasional
1598,84,3,2948.04,Vitória Mendes,2,1,2,5,Ocasional
1599,110,2,2585.6400000000003,Thiago Casa Grande,1,1,2,4,Ocasional
1600,16,2,1864.96,Juan Cardoso,4,1,1,6,Ocasional
1601,71,6,5021.45,Maria Laura Lima,2,3,3,8,Regular
1602,43,4,6847.76,Asafe Correia,3,2,3,8,Regular
1603,20,2,658.52,Matheus Cassiano,3,1,1,5,Ocasional
1604,21,6,8925.38,Luigi Fogaça,3,3,4,10,VIP
1605,107,4,2448.86,Raquel Lima,1,2,2,5,Ocasional
1606,35,4,5175.84,Alana Vieira,3,2,3,8,Regular
1608,86,6,4861.969999999999,Dr. Antony Pereira,2,3,3,8,Regular
1609,19,5,4055.67,Rael da Cunha,4,3,2,9,Regular
1610,63,4,3003.9,Laís Novaes,2,2,2,6,Ocasional
1611,24,7,11147.28,Isadora Casa Grande,3,4,4,11,VIP
1612,50,2,1956.8400000000001,Francisco Vasconcelos,2,1,1,4,Ocasional
1613,193,2,4059.57,Nicolas Pinto,1,1,2,4,Ocasional
1614,6,5,2266.3399999999997,Pedro Miguel Cavalcanti,4,3,2,9,Regular
1615,177,2,1118.28,Maria Cecília Rezende,1,1,1,3,Inativo
1616,48,5,11678.529999999999,Dr. Dante Casa Grande,2,3,4,9,Regular
1617,25,12,9339.7,Clara Lopes,3,4,4,11,VIP
1618,78,6,7050.2,Anthony Gabriel Novais,2,3,3,8,Regular
1619,44,2,459.71999999999997,Dr. Dante da Cunha,2,1,1,4,Ocasional
1620,3,5,3949.4700000000003,Thomas da Mata,4,3,2,9,Regular
1621,21,5,2043.18,Maya Peixoto,3,3,1,7,Regular
1622,24,5,3299.28,Bruno Rios,3,3,2,8,Regular
1623,9,4,6344.14,Lara Barros,4,2,3,9,Regular
1624,12,6,10661.48,Melina Ramos,4,3,4,11,VIP
1625,147,5,2404.65,Maysa Macedo,1,3,2,6,Ocasional
1626,20,6,10033.42,Caroline Peixoto,3,3,4,10,VIP
1627,3,10,8881.93,Maria Isis Aragão,4,4,4,12,VIP
1628,17,3,3992.33,Bernardo Correia,4,1,2,7,Regular
1629,62,3,1446.85,Guilherme Ferreira,2,1,1,4,Ocasional
1630,93,3,2261.48,Cauã Barros,1,1,1,3,Inativo
1631,214,6,3700.64,Luiza Cardoso,1,3,2,6,Ocasional
1632,20,5,12961.89,Yago da Rocha,3,3,4,10,VIP
1633,42,5,7448.45,Laís Moraes,3,3,4,10,VIP
1634,35,8,9286.99,Cauã Gonçalves,3,4,4,11,VIP
1635,353,1,1603.96,Francisco Barbosa,1,1,1,3,Inativo
1636,28,3,2193.13,Mariah Cavalcante,3,1,1,5,Ocasional
1637,25,5,2353.06,Emanuelly Nogueira,3,3,2,8,Regular
1638,76,5,7707.03,Ísis Silveira,2,3,4,9,Regular
1639,154,4,3874.87,Isabela Guerra,1,2,2,5,Ocasional
1640,16,7,6028.12,Fernando Câmara,4,4,3,11,VIP
1641,19,7,9671.849999999999,João Guerra,4,4,4,12,VIP
1642,133,5,10950.94,Maria Laura Marques,1,3,4,8,Regular
1643,14,8,2222.98,Yago Almeida,4,4,1,9,Regular
1644,22,6,12511.880000000001,Ágatha Lopes,3,3,4,10,VIP
1645,96,4,3105.67,Antonella da Paz,1,2,2,5,Ocasional
1646,72,4,6524.95,Sr. Isaac Nogueira,2,2,3,7,Regular
1647,31,3,2909.62,Apollo Pimenta,3,1,2,6,Ocasional
1648,24,8,10666.65,Sabrina Pimenta,3,4,4,11,VIP
1649,321,1,701.52,Liam Moreira,1,1,1,3,Inativo
1650,41,7,10835.54,Isaac Freitas,3,4,4,11,VIP
1651,9,7,14268.97,Dr. Arthur Miguel Alves,4,4,4,12,VIP
1652,38,4,7036.91,Dr. José Cirino,3,2,3,8,Regular
1653,190,2,1977.47,Laís Cirino,1,1,1,3,Inativo
1654,52,3,3846.4700000000003,Yago Oliveira,2,1,2,5,Ocasional
1655,46,4,783.94,Dr. Felipe Fernandes,2,2,1,5,Ocasional
1656,136,1,629.92,Maria Eduarda Caldeira,1,1,1,3,Inativo
1657,31,6,12167.34,Stella da Luz,3,3,4,10,VIP
1658,55,3,2972.77,Henry Gabriel Abreu,2,1,2,5,Ocasional
1659,81,3,2035.1499999999999,Daniel Mendes,2,1,1,4,Ocasional
1660,70,6,7843.01,Luiz Otávio Costela,2,3,4,9,Regular
1661,23,5,4999.3,Cauê Cunha,3,3,3,9,Regular
1662,100,5,7693.45,Melissa Dias,1,3,4,8,Regular
1663,111,1,47.62,Luiz Gustavo Cavalcanti,1,1,1,3,Inativo
1664,31,9,8070.17,Ana Liz Pereira,3,4,4,11,VIP
1665,62,3,1356.84,Dr. Enrico Carvalho,2,1,1,4,Ocasional
1666,32,4,4143.7699999999995,Enzo Carvalho,3,2,2,7,Regular
1667,88,1,34.71,Dra. Mariana Fonseca,1,1,1,3,Inativo
1668,20,8,5166.32,Lívia Alves,3,4,3,10,VIP
1669,52,3,1434.99,Isabel Barbosa,2,1,1,4,Ocasional
1670,62,3,3381.85,Dr. Arthur Gabriel Moreira,2,1,2,5,Ocasional
1671,85,4,1189.88,Vicente Moura,2,2,1,5,Ocasional
1672,339,2,3528.7200000000003,Otávio Machado,1,1,2,4,Ocasional
1673,157,2,5503.389999999999,Eloah Freitas,1,1,3,5,Ocasional
1674,26,6,7355.1,Davi Luiz Correia,3,3,4,10,VIP
1675,27,4,1843.33,Ayla Araújo,3,2,1,6,Ocasional
1676,36,4,5378.4,Yuri Martins,3,2,3,8,Regular
1677,26,6,7535.04,Luiz Fernando Mendes,3,3,4,10,VIP
1678,50,2,3008.0099999999998,Arthur Gabriel Duarte,2,1,2,5,Ocasional
1679,10,5,1410.1,Matteo Aragão,4,3,1,8,Regular
1680,4,5,1738.52,Pedro Miguel Viana,4,3,1,8,Regular
1681,20,6,10545.27,Hadassa Sousa,3,3,4,10,VIP
1682,58,6,7674.11,Yuri Novaes,2,3,4,9,Regular
1683,67,3,2656.2999999999997,Gabrielly Dias,2,1,2,5,Ocasional
1684,213,4,2436.07,Lavínia da Cruz,1,2,2,5,Ocasional
1685,40,7,11057.44,Fernando Machado,3,4,4,11,VIP
1686,62,2,441.61,Sr. Ravi Lucca Teixeira,2,1,1,4,Ocasional
1687,320,1,2856.77,Stella da Cruz,1,1,2,4,Ocasional
1688,40,3,526.81,Dra. Ana Júlia Novaes,3,1,1,5,Ocasional
1689,16,4,5071.61,Nina Moreira,4,2,3,9,Regular
1690,2,3,4704.17,Yasmin Gonçalves,4,1,3,8,Regular
1691,57,3,1687.27,Anna Liz Oliveira,2,1,1,4,Ocasional
1692,15,5,5816.219999999999,Antônio Vasconcelos,4,3,3,10,VIP
1693,53,4,7757.15,Kamilly Rezende,2,2,4,8,Regular
1694,162,3,4558.51,Gustavo Henrique Rodrigues,1,1,3,5,Ocasional
1695,349,1,620.41,Srta. Bruna Costela,1,1,1,3,Inativo
1696,37,1,608.29,Danilo Pereira,3,1,1,5,Ocasional
1697,84,7,5936.16,Ana Beatriz Machado,2,4,3,9,Regular
1698,91,5,1762.7399999999998,Arthur Miguel da Rocha,1,3,1,5,Ocasional
1699,2,7,12757.630000000001,Liz Vasconcelos,4,4,4,12,VIP
1700,73,2,5249.8,Maria Laura Pires,2,1,3,6,Ocasional
1701,83,2,995.99,Antony Pastor,2,1,1,4,Ocasional
1702,69,4,5164.97,Agatha Cunha,2,2,3,7,Regular
1703,61,4,4920.3099999999995,Gabriel Lima,2,2,3,7,Regular
1704,228,3,2737.4,Breno Souza,1,1,2,4,Ocasional
1705,56,3,5740.860000000001,Rhavi da Conceição,2,1,3,6,Ocasional
1706,18,4,12353.89,Pedro Lima,4,2,4,10,VIP
1707,264,2,1918.46,Luigi Dias,1,1,1,3,Inativo
1708,19,4,2998.0099999999998,Maria Cecília Guerra,4,2,2,8,Regular
1709,141,5,2418.73,Léo Macedo,1,3,2,6,Ocasional
1710,70,6,5331.2300000000005,José Martins,2,3,3,8,Regular
1711,7,6,11306.74,Camila Andrade,4,3,4,11,VIP
1712,62,3,2967.0699999999997,Samuel Castro,2,1,2,5,Ocasional
1713,173,4,4503.92,Maria Clara Machado,1,2,3,6,Ocasional
1714,14,7,6025.68,Gael Henrique Moraes,4,4,3,11,VIP
1715,171,1,1296.8,Sr. Benicio da Paz,1,1,1,3,Inativo
1716,38,3,2975.8,Apollo Almeida,3,1,2,6,Ocasional
1717,25,2,863.02,Theo Alves,3,1,1,5,Ocasional
1718,49,4,7786.99,Jade Lopes,2,2,4,8,Regular
1719,17,11,17718.08,Renan Almeida,4,4,4,12,VIP
1720,48,1,121.31,Amanda Sá,2,1,1,4,Ocasional
1721,36,3,1593.37,Arthur Miguel Almeida,3,1,1,5,Ocasional
1722,167,2,1994.4499999999998,Srta. Luiza Viana,1,1,1,3,Inativo
1723,47,6,3221.07,Sara Gonçalves,2,3,2,7,Regular
1724,6,6,2657.63,Bárbara Leão,4,3,2,9,Regular
1725,55,7,9425.34,Henrique Mendonça,2,4,4,10,VIP
1726,199,1,5161.86,Dr. Fernando Costela,1,1,3,5,Ocasional
1727,122,4,5480.1,Pedro Ribeiro,1,2,3,6,Ocasional
1728,33,4,4667.75,Eloá Caldeira,3,2,3,8,Regular
1729,3,4,11400.26,Calebe Nogueira,4,2,4,10,VIP
1730,40,5,2813.67,Vitor Gabriel Montenegro,3,3,2,8,Regular
1731,50,2,1443.66,Rael Fogaça,2,1,1,4,Ocasional
1732,216,3,6496.75,José Pedro Nogueira,1,1,3,5,Ocasional
1733,120,2,700.38,Mateus Nunes,1,1,1,3,Inativo
1734,160,2,948.6,Júlia Vieira,1,1,1,3,Inativo
1735,82,8,7917.01,Pietra Rios,2,4,4,10,VIP
1736,91,3,3126.3199999999997,Otávio Camargo,1,1,2,4,Ocasional
1737,14,6,5776.04,Dra. Heloisa Farias,4,3,3,10,VIP
1738,21,6,2521.18,Mariah Sampaio,3,3,2,8,Regular
1739,38,5,3122.22,Luana Cassiano,3,3,2,8,Regular
1740,44,3,1922.6100000000001,Sr. Nicolas da Mota,2,1,1,4,Ocasional
1741,26,3,2056.31,Dra. Heloísa Pimenta,3,1,1,5,Ocasional
1742,6,5,5293.87,Ana Lívia Lima,4,3,3,10,VIP
1743,65,5,2076.44,Srta. Maria Alice Ribeiro,2,3,1,6,Ocasional
1744,61,5,7592.46,Agatha Fernandes,2,3,4,9,Regular
1745,42,5,14409.960000000001,Srta. Eloah Fonseca,3,3,4,10,VIP
1746,265,1,544.25,Ana Beatriz Correia,1,1,1,3,Inativo
1747,47,4,3662.08,Srta. Stella Cardoso,2,2,2,6,Ocasional
1748,6,2,7103.570000000001,Srta. Maria Liz Martins,4,1,3,8,Regular
1749,27,1,50.84,Henry Gabriel Duarte,3,1,1,5,Ocasional
1750,25,8,15588.23,Isadora Sampaio,3,4,4,11,VIP
1751,115,4,3470.75,Srta. Lunna Fernandes,1,2,2,5,Ocasional
1752,274,2,1250.42,Rhavi Fonseca,1,1,1,3,Inativo
1753,24,7,10490.67,Ana Liz da Conceição,3,4,4,11,VIP
1754,94,5,3197.94,Théo Pacheco,1,3,2,6,Ocasional
1755,143,1,1050.96,Liz Carvalho,1,1,1,3,Inativo
1756,3,6,1442.26,Kamilly Viana,4,3,1,8,Regular
1757,61,4,3266.1,Anthony Gabriel Vieira,2,2,2,6,Ocasional
1758,147,2,1642.62,Liam Câmara,1,1,1,3,Inativo
1759,7,6,3017.54,Maria Helena Viana,4,3,2,9,Regular
1760,4,2,8087.21,Lívia Pereira,4,1,4,9,Regular
1761,186,3,1105.06,Fernando Teixeira,1,1,1,3,Inativo
1762,28,5,13115.5,Ana Lívia Gomes,3,3,4,10,VIP
1763,71,5,3848.1000000000004,Isis Nascimento,2,3,2,7,Regular
1764,312,1,1869.55,Rafaela Silva,1,1,1,3,Inativo
1765,3,7,6852.92,Dr. Anthony Gabriel da Mata,4,4,3,11,VIP
1766,148,7,12601.15,Enzo Aragão,1,4,4,9,Regular
1767,13,6,3640.5099999999998,Maria Isis Sá,4,3,2,9,Regular
1768,59,3,984.6899999999999,Leonardo Cardoso,2,1,1,4,Ocasional
1769,25,7,5475.44,Benicio Andrade,3,4,3,10,VIP
1770,9,5,12497.220000000001,Breno Camargo,4,3,4,11,VIP
1771,35,7,4892.73,Dra. Rebeca Rodrigues,3,4,3,10,VIP
1772,69,3,6975.77,Eloah Mendonça,2,1,3,6,Ocasional
1773,74,2,3272.42,Maria Silva,2,1,2,5,Ocasional
1774,65,8,9070.04,Asafe da Cunha,2,4,4,10,VIP
1775,181,2,1034.12,João Felipe Pinto,1,1,1,3,Inativo
1776,90,4,1335.5,Srta. Sophie Azevedo,1,2,1,4,Ocasional
1777,5,4,3837.1800000000003,João Lucas da Cunha,4,2,2,8,Regular
1778,47,3,1168.42,Sr. Renan Pereira,2,1,1,4,Ocasional
1779,118,5,8475.58,Dra. Luna da Costa,1,3,4,8,Regular
1780,247,1,954.98,Mariana Pastor,1,1,1,3,Inativo
1781,25,4,8000.69,João Guilherme Machado,3,2,4,9,Regular
1782,46,5,5665.15,Maria Helena Santos,2,3,3,8,Regular
1783,233,3,1167.8200000000002,Isaac Nunes,1,1,1,3,Inativo
1784,88,6,9500.220000000001,Giovanna Cavalcanti,1,3,4,8,Regular
1786,93,5,6342.25,Thomas Pires,1,3,3,7,Regular
1787,21,6,8793.79,Marcelo Gomes,3,3,4,10,VIP
1788,36,4,3847.6499999999996,Isabelly Ramos,3,2,2,7,Regular
1789,48,4,2167.81,Cecilia Correia,2,2,1,5,Ocasional
1790,25,11,9784.84,Raul Sá,3,4,4,11,VIP
1791,12,6,5717.75,Lucas Almeida,4,3,3,10,VIP
1792,253,1,839.31,Maria Júlia Freitas,1,1,1,3,Inativo
1793,21,4,6457.280000000001,Juliana Vargas,3,2,3,8,Regular
1795,97,3,6329.349999999999,Mathias Pereira,1,1,3,5,Ocasional
1796,206,3,929.8,Bárbara Melo,1,1,1,3,Inativo
1797,247,2,1729.77,Luiz Miguel Marques,1,1,1,3,Inativo
1798,13,4,7923.07,Caio Cardoso,4,2,4,10,VIP
1799,259,1,576.18,Mateus Albuquerque,1,1,1,3,Inativo
1800,163,3,5062.18,Dr. Dante Marques,1,1,3,5,Ocasional
1801,26,5,8259.02,Matheus Pereira,3,3,4,10,VIP
1802,56,7,8562.98,Maria Luiza Carvalho,2,4,4,10,VIP
1803,31,4,3427.8,Ana Vitória Machado,3,2,2,7,Regular
